id,path,a,b,c,root_1,root_2,equation
eqn_0845,quadratic/eqn_0845,11,85,72,-0.9684,-6.7588,85x + 72 = -11x²
eqn_0846,quadratic/eqn_0846,1,3,-5,1.1926,-4.1926,x² + 3x - 5 = 0
eqn_0847,quadratic/eqn_0847,12,92,59,-0.7064,-6.9603,92x + 59 = -12x²
eqn_0848,quadratic/eqn_0848,1,-32,240,-12.0,-20.0,(x + 12)(x + 20) = 0
eqn_0849,quadratic/eqn_0849,1,13,30,3.0,10.0,(x - 3)(x - 10) = 0
eqn_0850,quadratic/eqn_0850,10,-20,-31,3.0248,-1.0248,10x² - 20x = 31
eqn_0851,quadratic/eqn_0851,1,-6,-187,11.0,-17.0,(x - 11)(x + 17) = 0
eqn_0852,quadratic/eqn_0852,16,-17,-6,1.3419,-0.2794,16x² - 17x = 6
eqn_0853,quadratic/eqn_0853,1,30,176,8.0,22.0,(x - 8)(x - 22) = 0
eqn_0854,quadratic/eqn_0854,19,9,-27,0.9785,-1.4522,19x² + 9x = 27
eqn_0855,quadratic/eqn_0855,17,-15,-45,2.1269,-1.2446,17x² - 15x = 45
eqn_0856,quadratic/eqn_0856,13,23,-87,1.8494,-3.6186,13x² + 23x = 87
eqn_0857,quadratic/eqn_0857,1,23,112,16.0,7.0,(x - 16)(x - 7) = 0
eqn_0858,quadratic/eqn_0858,8,14,-8,0.4538,-2.2038,14x - 8 = -8x²
eqn_0859,quadratic/eqn_0859,14,14,-30,1.0469,-2.0469,14x² + 14x = 30
eqn_0860,quadratic/eqn_0860,17,-23,-6,1.5768,-0.2238,17x² - 23x = 6
eqn_0861,quadratic/eqn_0861,3,-2,0,0.6667,0.0,3x² - 2x = 0
eqn_0862,quadratic/eqn_0862,1,0,-36,6.0,-6.0,(x - 6)(x + 6) = 0
eqn_0863,quadratic/eqn_0863,6,-13,-1,2.241,-0.0744, - 13x - 1 = -6x²
eqn_0864,quadratic/eqn_0864,4,57,7,-0.1239,-14.1261,57x + 7 = -4x²
eqn_0865,quadratic/eqn_0865,12,71,26,-0.3922,-5.5245,71x + 26 = -12x²
eqn_0866,quadratic/eqn_0866,16,-23,-38,2.4192,-0.9817,16x² - 23x = 38
eqn_0867,quadratic/eqn_0867,5,23,8,-0.3791,-4.2209,23x + 8 = -5x²
eqn_0868,quadratic/eqn_0868,1,-1,-182,-14.0,13.0,(x + 14)(x - 13) = 0
eqn_0869,quadratic/eqn_0869,1,10,-336,-14.0,24.0,(x + 14)(x - 24) = 0
eqn_0870,quadratic/eqn_0870,2,-2,-3,1.8229,-0.8229,2x² - 2x - 3 = 0
eqn_0871,quadratic/eqn_0871,12,86,42,-0.5271,-6.6395,86x + 42 = -12x²
eqn_0872,quadratic/eqn_0872,5,4,-2,0.3483,-1.1483,5x² + 4x - 2 = 0
eqn_0873,quadratic/eqn_0873,18,18,-69,1.5207,-2.5207,18x² + 18x = 69
eqn_0874,quadratic/eqn_0874,16,86,-5,0.0575,-5.4325,86x - 5 = -16x²
eqn_0875,quadratic/eqn_0875,19,-24,-34,2.1109,-0.8477,19x² - 24x = 34
eqn_0876,quadratic/eqn_0876,9,49,66,-2.4444,-3.0,49x + 66 = -9x²
eqn_0877,quadratic/eqn_0877,5,47,52,-1.2809,-8.1191,47x + 52 = -5x²
eqn_0878,quadratic/eqn_0878,19,-11,-57,2.0455,-1.4666,19x² - 11x = 57
eqn_0879,quadratic/eqn_0879,16,-13,-37,1.9803,-1.1678,16x² - 13x = 37
eqn_0880,quadratic/eqn_0880,3,4,-2,0.3874,-1.7208,3x² + 4x - 2 = 0
eqn_0881,quadratic/eqn_0881,11,-19,-19,2.4363,-0.709,11x² - 19x = 19
eqn_0882,quadratic/eqn_0882,1,-8,-384,16.0,-24.0,(x - 16)(x + 24) = 0
eqn_0883,quadratic/eqn_0883,1,-3,-504,21.0,-24.0,(x - 21)(x + 24) = 0
eqn_0884,quadratic/eqn_0884,17,19,-95,1.8703,-2.9879,17x² + 19x = 95
eqn_0885,quadratic/eqn_0885,5,-1,-10,1.5177,-1.3177,5x² - x - 10 = 0
eqn_0886,quadratic/eqn_0886,16,7,-58,1.6977,-2.1352,16x² + 7x = 58
eqn_0887,quadratic/eqn_0887,3,38,67,-2.117,-10.5497,38x + 67 = -3x²
eqn_0888,quadratic/eqn_0888,1,1,-2,2.0,-1.0,(x - 2)(x + 1) = 0
eqn_0889,quadratic/eqn_0889,1,2,-9,2.1623,-4.1623,x² + 2x - 9 = 0
eqn_0890,quadratic/eqn_0890,1,-6,-247,13.0,-19.0,(x - 13)(x + 19) = 0
eqn_0891,quadratic/eqn_0891,1,-5,4,-4.0,-1.0,(x + 4)(x + 1) = 0
eqn_0892,quadratic/eqn_0892,13,25,-71,1.5655,-3.4886,13x² + 25x = 71
eqn_0893,quadratic/eqn_0893,1,-4,-12,-6.0,2.0,(x + 6)(x - 2) = 0
eqn_0894,quadratic/eqn_0894,19,-9,-27,1.4522,-0.9785,19x² - 9x = 27
eqn_0895,quadratic/eqn_0895,1,10,-231,-11.0,21.0,(x + 11)(x - 21) = 0
eqn_0896,quadratic/eqn_0896,2,9,2,-0.2344,-4.2656,2x² + 9x + 2 = 0
eqn_0897,quadratic/eqn_0897,1,36,324,18.0,18.0,(x - 18)(x - 18) = 0
eqn_0898,quadratic/eqn_0898,8,44,-5,0.1114,-5.6114,44x - 5 = -8x²
eqn_0899,quadratic/eqn_0899,16,-20,-89,3.0649,-1.8149,16x² - 20x = 89
eqn_0900,quadratic/eqn_0900,19,-23,6,0.8301,0.3804,19x² - 23x = -6
eqn_0901,quadratic/eqn_0901,1,30,209,19.0,11.0,(x - 19)(x - 11) = 0
eqn_0902,quadratic/eqn_0902,17,-17,-12,1.4777,-0.4777,17x² - 17x = 12
eqn_0903,quadratic/eqn_0903,19,-15,-15,1.367,-0.5775,19x² - 15x = 15
eqn_0904,quadratic/eqn_0904,1,0,-169,13.0,-13.0,(x - 13)(x + 13) = 0
eqn_0905,quadratic/eqn_0905,20,-7,-58,1.8869,-1.5369,20x² - 7x = 58
eqn_0906,quadratic/eqn_0906,11,66,74,-1.4924,-4.5076,66x + 74 = -11x²
eqn_0907,quadratic/eqn_0907,5,-1,-4,1.0,-0.8,5x² - x - 4 = 0
eqn_0908,quadratic/eqn_0908,10,76,26,-0.3591,-7.2409,76x + 26 = -10x²
eqn_0909,quadratic/eqn_0909,14,23,-38,1.0195,-2.6624,14x² + 23x = 38
eqn_0910,quadratic/eqn_0910,1,2,-440,22.0,-20.0,(x - 22)(x + 20) = 0
eqn_0911,quadratic/eqn_0911,1,-3,-8,4.7016,-1.7016,x² - 3x - 8 = 0
eqn_0912,quadratic/eqn_0912,6,-16,-6,3.0,-0.3333, - 16x - 6 = -6x²
eqn_0913,quadratic/eqn_0913,16,-17,-3,1.2166,-0.1541,16x² - 17x = 3
eqn_0914,quadratic/eqn_0914,16,-11,-92,2.7662,-2.0787,16x² - 11x = 92
eqn_0915,quadratic/eqn_0915,1,10,3,-0.3096,-9.6904,x² + 10x + 3 = 0
eqn_0916,quadratic/eqn_0916,11,-23,-63,3.657,-1.5661,11x² - 23x = 63
eqn_0917,quadratic/eqn_0917,18,-16,-38,1.9639,-1.075,18x² - 16x = 38
eqn_0918,quadratic/eqn_0918,1,-4,-621,23.0,-27.0,(x - 23)(x + 27) = 0
eqn_0919,quadratic/eqn_0919,4,56,58,-1.1263,-12.8737,56x + 58 = -4x²
eqn_0920,quadratic/eqn_0920,16,76,69,-1.2226,-3.5274,76x + 69 = -16x²
eqn_0921,quadratic/eqn_0921,1,-17,-630,18.0,-35.0,(x - 18)(x + 35) = 0
eqn_0922,quadratic/eqn_0922,5,8,3,-0.6,-1.0,5x² + 8x + 3 = 0
eqn_0923,quadratic/eqn_0923,1,16,48,4.0,12.0,(x - 4)(x - 12) = 0
eqn_0924,quadratic/eqn_0924,13,-4,-59,2.2898,-1.9821,13x² - 4x = 59
eqn_0925,quadratic/eqn_0925,9,82,60,-0.8024,-8.3087,82x + 60 = -9x²
eqn_0926,quadratic/eqn_0926,18,-18,-80,2.6667,-1.6667,18x² - 18x = 80
eqn_0927,quadratic/eqn_0927,4,-2,-10,1.8508,-1.3508,4x² - 2x - 10 = 0
eqn_0928,quadratic/eqn_0928,1,15,-34,17.0,-2.0,(x - 17)(x + 2) = 0
eqn_0929,quadratic/eqn_0929,13,24,-33,0.9183,-2.7644,13x² + 24x = 33
eqn_0930,quadratic/eqn_0930,4,7,-3,0.3561,-2.1061,4x² + 7x - 3 = 0
eqn_0931,quadratic/eqn_0931,11,94,6,-0.0643,-8.4811,94x + 6 = -11x²
eqn_0932,quadratic/eqn_0932,5,3,-5,0.744,-1.344,5x² + 3x - 5 = 0
eqn_0933,quadratic/eqn_0933,3,67,77,-1.2154,-21.1179,67x + 77 = -3x²
eqn_0934,quadratic/eqn_0934,8,81,-3,0.0369,-10.1619,81x - 3 = -8x²
eqn_0935,quadratic/eqn_0935,3,74,80,-1.1331,-23.5335,74x + 80 = -3x²
eqn_0936,quadratic/eqn_0936,5,71,68,-1.0329,-13.1671,71x + 68 = -5x²
eqn_0937,quadratic/eqn_0937,1,9,-400,-16.0,25.0,(x + 16)(x - 25) = 0
eqn_0938,quadratic/eqn_0938,4,1,-1,0.3904,-0.6404,4x² + x - 1 = 0
eqn_0939,quadratic/eqn_0939,12,88,32,-0.3837,-6.9496,88x + 32 = -12x²
eqn_0940,quadratic/eqn_0940,1,2,-195,-13.0,15.0,(x + 13)(x - 15) = 0
eqn_0941,quadratic/eqn_0941,1,3,-7,1.5414,-4.5414,x² + 3x - 7 = 0
eqn_0942,quadratic/eqn_0942,1,19,-150,-6.0,25.0,(x + 6)(x - 25) = 0
eqn_0943,quadratic/eqn_0943,15,-9,-73,2.5264,-1.9264,15x² - 9x = 73
eqn_0944,quadratic/eqn_0944,12,83,-2,0.024,-6.9407,83x - 2 = -12x²
eqn_0945,quadratic/eqn_0945,1,0,-6,2.4495,-2.4495,x² - 6 = 0
eqn_0946,quadratic/eqn_0946,14,88,9,-0.104,-6.1817,88x + 9 = -14x²
eqn_0947,quadratic/eqn_0947,14,3,-44,1.6689,-1.8832,14x² + 3x = 44
eqn_0948,quadratic/eqn_0948,18,17,-4,0.195,-1.1395,18x² + 17x = 4
eqn_0949,quadratic/eqn_0949,1,28,75,25.0,3.0,(x - 25)(x - 3) = 0
eqn_0950,quadratic/eqn_0950,3,67,23,-0.3487,-21.9846,67x + 23 = -3x²
eqn_0951,quadratic/eqn_0951,5,10,-7,0.5492,-2.5492,5x² + 10x - 7 = 0
eqn_0952,quadratic/eqn_0952,1,-36,260,-10.0,-26.0,(x + 10)(x + 26) = 0
eqn_0953,quadratic/eqn_0953,12,58,25,-0.4784,-4.355,58x + 25 = -12x²
eqn_0954,quadratic/eqn_0954,11,22,-92,2.06,-4.06,11x² + 22x = 92
eqn_0955,quadratic/eqn_0955,4,8,-7,0.6583,-2.6583,4x² + 8x - 7 = 0
eqn_0956,quadratic/eqn_0956,13,-9,-81,2.8662,-2.1739,13x² - 9x = 81
eqn_0957,quadratic/eqn_0957,1,-1,-2,2.0,-1.0,x² - x - 2 = 0
eqn_0958,quadratic/eqn_0958,13,64,70,-1.6402,-3.2829,64x + 70 = -13x²
eqn_0959,quadratic/eqn_0959,3,4,0,0.0,-1.3333,3x² + 4x = 0
eqn_0960,quadratic/eqn_0960,17,-13,-91,2.7274,-1.9627,17x² - 13x = 91
eqn_0961,quadratic/eqn_0961,6,56,52,-1.0457,-8.2876,56x + 52 = -6x²
eqn_0962,quadratic/eqn_0962,20,-23,-9,1.4585,-0.3085,20x² - 23x = 9
eqn_0963,quadratic/eqn_0963,10,15,-64,1.8887,-3.3887,10x² + 15x = 64
eqn_0964,quadratic/eqn_0964,10,-20,-44,3.3238,-1.3238,10x² - 20x = 44
eqn_0965,quadratic/eqn_0965,3,7,3,-0.5657,-1.7676,3x² + 7x + 3 = 0
eqn_0966,quadratic/eqn_0966,12,-10,-90,3.1868,-2.3535,12x² - 10x = 90
eqn_0967,quadratic/eqn_0967,1,-7,-450,18.0,-25.0,(x - 18)(x + 25) = 0
eqn_0968,quadratic/eqn_0968,1,30,221,17.0,13.0,(x - 17)(x - 13) = 0
eqn_0969,quadratic/eqn_0969,1,28,171,9.0,19.0,(x - 9)(x - 19) = 0
eqn_0970,quadratic/eqn_0970,1,-7,-198,11.0,-18.0,(x - 11)(x + 18) = 0
eqn_0971,quadratic/eqn_0971,1,7,-9,1.1098,-8.1098,x² + 7x - 9 = 0
eqn_0972,quadratic/eqn_0972,13,-14,-29,2.1261,-1.0492,13x² - 14x = 29
eqn_0973,quadratic/eqn_0973,1,2,-288,18.0,-16.0,(x - 18)(x + 16) = 0
eqn_0974,quadratic/eqn_0974,17,-17,-81,2.7394,-1.7394,17x² - 17x = 81
eqn_0975,quadratic/eqn_0975,2,5,-9,1.2122,-3.7122,2x² + 5x - 9 = 0
eqn_0976,quadratic/eqn_0976,1,-16,-80,4.0,-20.0,(x - 4)(x + 20) = 0
eqn_0977,quadratic/eqn_0977,2,4,-10,1.4495,-3.4495,2x² + 4x - 10 = 0
eqn_0978,quadratic/eqn_0978,1,26,144,8.0,18.0,(x - 8)(x - 18) = 0
eqn_0979,quadratic/eqn_0979,14,12,-30,1.0967,-1.9539,14x² + 12x = 30
eqn_0980,quadratic/eqn_0980,20,10,-36,1.1147,-1.6147,20x² + 10x = 36
eqn_0981,quadratic/eqn_0981,2,6,3,-0.634,-2.366,2x² + 6x + 3 = 0
eqn_0982,quadratic/eqn_0982,1,41,408,17.0,24.0,(x - 17)(x - 24) = 0
eqn_0983,quadratic/eqn_0983,5,-2,-3,1.0,-0.6,5x² - 2x - 3 = 0
eqn_0984,quadratic/eqn_0984,12,30,-6,0.1861,-2.6861,30x - 6 = -12x²
eqn_0985,quadratic/eqn_0985,2,10,-10,0.8541,-5.8541,2x² + 10x - 10 = 0
eqn_0986,quadratic/eqn_0986,1,27,126,21.0,6.0,(x - 21)(x - 6) = 0
eqn_0987,quadratic/eqn_0987,11,88,44,-0.5359,-7.4641,88x + 44 = -11x²
eqn_0988,quadratic/eqn_0988,1,18,32,16.0,2.0,(x - 16)(x - 2) = 0
eqn_0989,quadratic/eqn_0989,14,-3,-54,2.074,-1.8597,14x² - 3x = 54
eqn_0990,quadratic/eqn_0990,1,31,198,22.0,9.0,(x - 22)(x - 9) = 0
eqn_0991,quadratic/eqn_0991,1,-29,78,-3.0,-26.0,(x + 3)(x + 26) = 0
eqn_0992,quadratic/eqn_0992,1,1,-552,24.0,-23.0,(x - 24)(x + 23) = 0
eqn_0993,quadratic/eqn_0993,11,0,-71,2.5406,-2.5406,11x² = 71
eqn_0994,quadratic/eqn_0994,4,0,-2,0.7071,-0.7071,4x² - 2 = 0
eqn_0995,quadratic/eqn_0995,15,20,-92,1.8981,-3.2314,15x² + 20x = 92
eqn_0996,quadratic/eqn_0996,16,94,40,-0.4618,-5.4132,94x + 40 = -16x²
eqn_0997,quadratic/eqn_0997,2,10,12,-2.0,-3.0,2x² + 10x + 12 = 0
eqn_0998,quadratic/eqn_0998,7,77,76,-1.0963,-9.9037,77x + 76 = -7x²
eqn_0999,quadratic/eqn_0999,1,8,12,2.0,6.0,(x - 2)(x - 6) = 0
eqn_1000,quadratic/eqn_1000,1,-8,-128,-16.0,8.0,(x + 16)(x - 8) = 0
eqn_1001,quadratic/eqn_1001,7,92,48,-0.5443,-12.5986,92x + 48 = -7x²
eqn_1002,quadratic/eqn_1002,15,53,-8,0.145,-3.6783,53x - 8 = -15x²
eqn_1003,quadratic/eqn_1003,1,-20,-476,14.0,-34.0,(x - 14)(x + 34) = 0
eqn_1004,quadratic/eqn_1004,5,70,68,-1.0502,-12.9498,70x + 68 = -5x²
eqn_1005,quadratic/eqn_1005,18,-12,-49,2.0166,-1.3499,18x² - 12x = 49
eqn_1006,quadratic/eqn_1006,10,-7,-93,3.4196,-2.7196,10x² - 7x = 93
eqn_1007,quadratic/eqn_1007,4,5,-5,0.6559,-1.9059,4x² + 5x - 5 = 0
eqn_1008,quadratic/eqn_1008,7,52,16,-0.3216,-7.107,52x + 16 = -7x²
eqn_1009,quadratic/eqn_1009,1,-17,-138,6.0,-23.0,(x - 6)(x + 23) = 0
eqn_1010,quadratic/eqn_1010,3,10,6,-0.7847,-2.5486,3x² + 10x + 6 = 0
eqn_1011,quadratic/eqn_1011,15,9,-100,2.2994,-2.8994,15x² + 9x = 100
eqn_1012,quadratic/eqn_1012,2,4,-6,1.0,-3.0,2x² + 4x - 6 = 0
eqn_1013,quadratic/eqn_1013,3,8,0,0.0,-2.6667,3x² + 8x = 0
eqn_1014,quadratic/eqn_1014,1,-38,261,-9.0,-29.0,(x + 9)(x + 29) = 0
eqn_1015,quadratic/eqn_1015,15,64,48,-0.971,-3.2957,64x + 48 = -15x²
eqn_1016,quadratic/eqn_1016,17,-14,-37,1.9434,-1.1199,17x² - 14x = 37
eqn_1017,quadratic/eqn_1017,1,-27,170,-10.0,-17.0,(x + 10)(x + 17) = 0
eqn_1018,quadratic/eqn_1018,1,-36,275,-11.0,-25.0,(x + 11)(x + 25) = 0
eqn_1019,quadratic/eqn_1019,1,-29,100,-4.0,-25.0,(x + 4)(x + 25) = 0
eqn_1020,quadratic/eqn_1020,12,-17,-64,3.1239,-1.7073,12x² - 17x = 64
eqn_1021,quadratic/eqn_1021,9,72,76,-1.2513,-6.7487,72x + 76 = -9x²
eqn_1022,quadratic/eqn_1022,1,-11,-350,14.0,-25.0,(x - 14)(x + 25) = 0
eqn_1023,quadratic/eqn_1023,3,73,-5,0.0683,-24.4016,73x - 5 = -3x²
eqn_1024,quadratic/eqn_1024,11,63,8,-0.1299,-5.5973,63x + 8 = -11x²
eqn_1025,quadratic/eqn_1025,1,-32,-33,1.0,-33.0,(x - 1)(x + 33) = 0
eqn_1026,quadratic/eqn_1026,3,93,11,-0.1187,-30.8813,93x + 11 = -3x²
eqn_1027,quadratic/eqn_1027,4,8,-1,0.118,-2.118,4x² + 8x - 1 = 0
eqn_1028,quadratic/eqn_1028,11,49,43,-1.2018,-3.2528,49x + 43 = -11x²
eqn_1029,quadratic/eqn_1029,12,22,-70,1.6667,-3.5,12x² + 22x = 70
eqn_1030,quadratic/eqn_1030,1,23,-24,-1.0,24.0,(x + 1)(x - 24) = 0
eqn_1031,quadratic/eqn_1031,6,39,61,-2.6208,-3.8792,39x + 61 = -6x²
eqn_1032,quadratic/eqn_1032,4,4,-3,0.5,-1.5,4x² + 4x - 3 = 0
eqn_1033,quadratic/eqn_1033,1,16,28,14.0,2.0,(x - 14)(x - 2) = 0
eqn_1034,quadratic/eqn_1034,1,16,-17,17.0,-1.0,(x - 17)(x + 1) = 0
eqn_1035,quadratic/eqn_1035,2,1,-1,0.5,-1.0,2x² + x - 1 = 0
eqn_1036,quadratic/eqn_1036,1,10,-6,0.5678,-10.5678,x² + 10x - 6 = 0
eqn_1037,quadratic/eqn_1037,1,-3,-154,-14.0,11.0,(x + 14)(x - 11) = 0
eqn_1038,quadratic/eqn_1038,5,-3,-9,1.6748,-1.0748,5x² - 3x - 9 = 0
eqn_1039,quadratic/eqn_1039,11,80,65,-0.9319,-6.3408,80x + 65 = -11x²
eqn_1040,quadratic/eqn_1040,1,1,0,0.0,-1.0,x² + x = 0
eqn_1041,quadratic/eqn_1041,1,5,-176,16.0,-11.0,(x - 16)(x + 11) = 0
eqn_1042,quadratic/eqn_1042,20,4,-51,1.5,-1.7,20x² + 4x = 51
eqn_1043,quadratic/eqn_1043,16,82,60,-0.8843,-4.2407,82x + 60 = -16x²
eqn_1044,quadratic/eqn_1044,12,7,-45,1.6667,-2.25,12x² + 7x = 45
eqn_1045,quadratic/eqn_1045,4,4,-4,0.618,-1.618,4x² + 4x - 4 = 0
eqn_1046,quadratic/eqn_1046,13,-11,1,0.7426,0.1036, - 11x + 1 = -13x²
eqn_1047,quadratic/eqn_1047,1,11,28,4.0,7.0,(x - 4)(x - 7) = 0
eqn_1048,quadratic/eqn_1048,4,82,39,-0.4872,-20.0128,82x + 39 = -4x²
eqn_1049,quadratic/eqn_1049,2,-3,0,1.5,0.0,2x² - 3x = 0
eqn_1050,quadratic/eqn_1050,2,5,-7,1.0,-3.5,2x² + 5x - 7 = 0
eqn_1051,quadratic/eqn_1051,1,7,-18,9.0,-2.0,(x - 9)(x + 2) = 0
eqn_1052,quadratic/eqn_1052,1,-20,100,-10.0,-10.0,(x + 10)(x + 10) = 0
eqn_1053,quadratic/eqn_1053,1,8,-2,0.2426,-8.2426,x² + 8x - 2 = 0
eqn_1054,quadratic/eqn_1054,19,20,-84,1.6412,-2.6938,19x² + 20x = 84
eqn_1055,quadratic/eqn_1055,17,-14,-27,1.7376,-0.9141,17x² - 14x = 27
eqn_1056,quadratic/eqn_1056,10,57,-5,0.0864,-5.7864,57x - 5 = -10x²
eqn_1057,quadratic/eqn_1057,1,0,-7,2.6458,-2.6458,x² - 7 = 0
eqn_1058,quadratic/eqn_1058,3,5,2,-0.6667,-1.0,5x + 2 = -3x²
eqn_1059,quadratic/eqn_1059,5,16,2,-0.1303,-3.0697,16x + 2 = -5x²
eqn_1060,quadratic/eqn_1060,1,-29,-30,1.0,-30.0,(x - 1)(x + 30) = 0
eqn_1061,quadratic/eqn_1061,16,14,-10,0.4661,-1.3411,16x² + 14x = 10
eqn_1062,quadratic/eqn_1062,12,-10,-38,2.2443,-1.411,12x² - 10x = 38
eqn_1063,quadratic/eqn_1063,1,48,576,24.0,24.0,(x - 24)(x - 24) = 0
eqn_1064,quadratic/eqn_1064,1,27,152,19.0,8.0,(x - 19)(x - 8) = 0
eqn_1065,quadratic/eqn_1065,1,2,0,0.0,-2.0,x² + 2x = 0
eqn_1066,quadratic/eqn_1066,1,-37,70,-2.0,-35.0,(x + 2)(x + 35) = 0
eqn_1067,quadratic/eqn_1067,6,35,49,-2.3333,-3.5,35x + 49 = -6x²
eqn_1068,quadratic/eqn_1068,1,32,175,7.0,25.0,(x - 7)(x - 25) = 0
eqn_1069,quadratic/eqn_1069,2,6,-5,0.6794,-3.6794,2x² + 6x - 5 = 0
eqn_1070,quadratic/eqn_1070,1,-27,180,-12.0,-15.0,(x + 12)(x + 15) = 0
eqn_1071,quadratic/eqn_1071,1,-2,-48,6.0,-8.0,(x - 6)(x + 8) = 0
eqn_1072,quadratic/eqn_1072,4,61,-7,0.1139,-15.3639,61x - 7 = -4x²
eqn_1073,quadratic/eqn_1073,9,35,-1,0.0284,-3.9173,35x - 1 = -9x²
eqn_1074,quadratic/eqn_1074,2,4,0,0.0,-2.0,2x² + 4x = 0
eqn_1075,quadratic/eqn_1075,14,-2,-60,2.1429,-2.0,14x² - 2x = 60
eqn_1076,quadratic/eqn_1076,18,20,-8,0.3122,-1.4234,18x² + 20x = 8
eqn_1077,quadratic/eqn_1077,1,22,40,20.0,2.0,(x - 20)(x - 2) = 0
eqn_1078,quadratic/eqn_1078,1,8,-84,-6.0,14.0,(x + 6)(x - 14) = 0
eqn_1079,quadratic/eqn_1079,1,2,-7,1.8284,-3.8284,x² + 2x - 7 = 0
eqn_1080,quadratic/eqn_1080,1,-6,-27,3.0,-9.0,(x - 3)(x + 9) = 0
eqn_1081,quadratic/eqn_1081,19,-11,-72,2.2575,-1.6786,19x² - 11x = 72
eqn_1082,quadratic/eqn_1082,1,7,-4,0.5311,-7.5311,x² + 7x - 4 = 0
eqn_1083,quadratic/eqn_1083,15,-9,-22,1.5477,-0.9477,15x² - 9x = 22
eqn_1084,quadratic/eqn_1084,16,11,-45,1.3682,-2.0557,16x² + 11x = 45
eqn_1085,quadratic/eqn_1085,17,10,-55,1.5285,-2.1167,17x² + 10x = 55
eqn_1086,quadratic/eqn_1086,15,-8,-5,0.9026,-0.3693,15x² - 8x = 5
eqn_1087,quadratic/eqn_1087,8,37,8,-0.2274,-4.3976,37x + 8 = -8x²
eqn_1088,quadratic/eqn_1088,1,32,247,19.0,13.0,(x - 19)(x - 13) = 0
eqn_1089,quadratic/eqn_1089,16,23,-41,1.036,-2.4735,16x² + 23x = 41
eqn_1090,quadratic/eqn_1090,2,7,2,-0.3139,-3.1861,2x² + 7x + 2 = 0
eqn_1091,quadratic/eqn_1091,1,7,-98,14.0,-7.0,(x - 14)(x + 7) = 0
eqn_1092,quadratic/eqn_1092,10,53,17,-0.3429,-4.9571,53x + 17 = -10x²
eqn_1093,quadratic/eqn_1093,3,0,-9,1.7321,-1.7321,3x² - 9 = 0
eqn_1094,quadratic/eqn_1094,2,4,-4,0.7321,-2.7321,2x² + 4x - 4 = 0
eqn_1095,quadratic/eqn_1095,13,-9,-1,0.7897,-0.0974, - 9x - 1 = -13x²
eqn_1096,quadratic/eqn_1096,10,6,-6,0.5307,-1.1307,6x - 6 = -10x²
eqn_1097,quadratic/eqn_1097,1,34,273,13.0,21.0,(x - 13)(x - 21) = 0
eqn_1098,quadratic/eqn_1098,18,17,-62,1.4428,-2.3873,18x² + 17x = 62
eqn_1099,quadratic/eqn_1099,3,36,52,-1.6795,-10.3205,36x + 52 = -3x²
eqn_1100,quadratic/eqn_1100,3,6,-3,0.4142,-2.4142,3x² + 6x - 3 = 0
eqn_1101,quadratic/eqn_1101,16,17,-13,0.515,-1.5775,16x² + 17x = 13
eqn_1102,quadratic/eqn_1102,1,40,375,15.0,25.0,(x - 15)(x - 25) = 0
eqn_1103,quadratic/eqn_1103,2,5,-8,1.1085,-3.6085,2x² + 5x - 8 = 0
eqn_1104,quadratic/eqn_1104,10,20,-44,1.3238,-3.3238,10x² + 20x = 44
eqn_1105,quadratic/eqn_1105,1,-40,351,-13.0,-27.0,(x + 13)(x + 27) = 0
eqn_1106,quadratic/eqn_1106,1,-16,-36,2.0,-18.0,(x - 2)(x + 18) = 0
eqn_1107,quadratic/eqn_1107,8,69,-9,0.1285,-8.7535,69x - 9 = -8x²
eqn_1108,quadratic/eqn_1108,2,5,-5,0.7656,-3.2656,2x² + 5x - 5 = 0
eqn_1109,quadratic/eqn_1109,3,94,-1,0.0106,-31.344,94x - 1 = -3x²
eqn_1110,quadratic/eqn_1110,1,21,38,19.0,2.0,(x - 19)(x - 2) = 0
eqn_1111,quadratic/eqn_1111,12,4,-70,2.2543,-2.5876,12x² + 4x = 70
eqn_1112,quadratic/eqn_1112,12,0,-36,1.7321,-1.7321,12x² = 36
eqn_1113,quadratic/eqn_1113,17,-10,-29,1.6329,-1.0447,17x² - 10x = 29
eqn_1114,quadratic/eqn_1114,5,39,46,-1.4485,-6.3515,39x + 46 = -5x²
eqn_1115,quadratic/eqn_1115,5,1,-5,0.905,-1.105,5x² + x - 5 = 0
eqn_1116,quadratic/eqn_1116,1,19,88,11.0,8.0,(x - 11)(x - 8) = 0
eqn_1117,quadratic/eqn_1117,11,23,3,-0.1398,-1.9511,11x² + 23x = -3
eqn_1118,quadratic/eqn_1118,10,21,0,0.0,-2.1,10x² + 21x = 0
eqn_1119,quadratic/eqn_1119,9,48,6,-0.1281,-5.2053,48x + 6 = -9x²
eqn_1120,quadratic/eqn_1120,1,43,456,19.0,24.0,(x - 19)(x - 24) = 0
eqn_1121,quadratic/eqn_1121,13,-18,-51,2.7905,-1.4059,13x² - 18x = 51
eqn_1122,quadratic/eqn_1122,1,-1,-9,3.5414,-2.5414,x² - x - 9 = 0
eqn_1123,quadratic/eqn_1123,12,65,76,-1.7075,-3.7092,65x + 76 = -12x²
eqn_1124,quadratic/eqn_1124,13,28,15,-1.0,-1.1538,28x + 15 = -13x²
eqn_1125,quadratic/eqn_1125,3,6,-6,0.7321,-2.7321,3x² + 6x - 6 = 0
eqn_1126,quadratic/eqn_1126,1,10,-299,-13.0,23.0,(x + 13)(x - 23) = 0
